"old1","old2","lat","long"
791711.7869,9486039.9305,-4.6449495678706,29.6292036194667
791724.3641,9486065.8546,-4.64471486571012,29.6293160290777
791741.8845,9486124.6894,-4.64418257919352,29.6294718578255
791761.3293,9486172.5516,-4.64374938889728,29.629645386294
791767.1976,9486196.4853,-4.6435328997893,29.6296974381236
791765.2653,9486240.3718,-4.643136356794,29.629678565045
791761.2827,9486257.3301,-4.64298323627063,29.629642127582
791759.1686,9486267.3054,-4.6428931592303,29.6296227527584
791752.8755,9486289.2522,-4.64269503459272,29.6295653386277
791752.7341,9486317.1793,-4.64244265853171,29.6295631300837
791766.2614,9486349.0871,-4.64215384921036,29.6296838964263
791773.8877,9486375.0144,-4.64191928469121,29.6297517152012
791781.3598,9486458.7906,-4.64116193747512,29.6298162086411
791785.3302,9486509.6551,-4.64070213514609,29.6298502657159
791786.3784,9486574.485,-4.64011622386335,29.6298575366127
791787.9651,9486586.4527,-4.64000801694947,29.6298714267784
791792.6543,9486617.3688,-4.63972846675395,29.6299126256281
791801.0293,9486641.3008,-4.63951190901331,29.6299872544976
791821.3648,9486697.1416,-4.63900658584994,29.6301685381753
791838.6706,9486740.0183,-4.63861852268968,29.6303229685173
791852.4718,9486785.8894,-4.63820351648841,29.6304457343694
791854.2349,9486790.8752,-4.63815840000241,29.6304614469278
791862.0115,9486831.7633,-4.63778862810696,29.6305301188772
791863.2222,9486843.7312,-4.63768043207314,29.6305406226349
791864.5599,9486856.6965,-4.63756321815047,29.6305522368548
791858.6395,9486876.6482,-4.63738311091885,29.6304982472489
791844.6431,9486901.5922,-4.63715815870918,29.6303713541889
791834.9098,9486927.5307,-4.63692407592874,29.630282823577
791834.008,9486950.4714,-4.63671678821044,29.6302739341978
791841.8934,9486981.3854,-4.63643714988185,29.6303439200373
791857.492,9487015.2867,-4.63613025612666,29.6304832748085
791871.3853,9487041.2099,-4.6358955187115,29.6306075375936
791879.7321,9487048.1862,-4.6358321929157,29.6306824795746
791889.5103,9487049.1772,-4.63582290896835,29.6307705136063
791906.0551,9487049.1664,-4.63582245129698,29.6309195243869
791925.8654,9487053.1431,-4.63578584847344,29.6310978124202
791949.2152,9487075.0706,-4.63558690330285,29.6313073783309
791991.8529,9487125.9099,-4.63512603139653,29.6316896927718
792008.446,9487154.8235,-4.63486417887703,29.6318381706547
792012.5135,9487188.7323,-4.63455760463686,29.6318736700852
792001.3932,9487209.6848,-4.63436862773511,29.6317728147181
791986.5853,9487236.624,-4.63412567204036,29.6316385469949
791973.6903,9487245.609,-4.63404490628477,29.6315221082802
791968.197,9487258.5787,-4.63392788192202,29.6314721993897
791970.3743,9487286.5043,-4.63367544193482,29.6314908752632
791976.6053,9487302.4585,-4.63353105288214,29.6315464609228
791969.6789,9487320.4161,-4.63336900034688,29.6314834781888
791962.5101,9487343.3608,-4.63316188690993,29.6314181455903
791966.8526,9487354.3293,-4.63306261759199,29.6314568893235
791981.2257,9487367.2861,-4.63294504325213,29.6315859065605
791996.3541,9487382.2371,-4.63280942175479,29.6317216596332
791996.8194,9487398.1951,-4.63266519184709,29.6317253167439
792000.8485,9487409.1638,-4.63256593125806,29.6317612378141
792020.6494,9487445.0571,-4.6322408950565,29.6319383731075
792025.3236,9487466.9967,-4.6320424675651,29.6319797373836
792044.1961,9487509.8724,-4.63165436184371,29.6321482775383
792059.0727,9487561.7272,-4.63118524510019,29.6322805286862
792072.163,9487594.6326,-4.63088743618829,29.6323973251827
792089.9468,9487623.5455,-4.63062555052842,29.6325565266657
792105.5998,9487652.4597,-4.63036372462941,29.6326965371895
792116.4983,9487686.364,-4.63005696217508,29.6327935599253
792120.9894,9487711.2959,-4.62983149923316,29.6328331750502
792124.0425,9487738.2236,-4.62958804827521,29.6328597722881
792130.3494,9487762.1569,-4.62937154890561,29.6329157746203
792144.9221,9487782.0953,-4.62919087464522,29.6330463554331
792163.9394,9487799.0386,-4.62903711835107,29.6332170660586
792187.9009,9487811.9891,-4.62891927955833,29.6334324394023
792198.7677,9487826.9429,-4.62878377598449,29.6335298099397
792199.6057,9487840.9059,-4.62865756279406,29.6335368904874
792205.0137,9487851.8737,-4.62855826424214,29.6335852302788
792216.0485,9487854.8587,-4.6285309183306,29.63368451396
792220.2557,9487859.8429,-4.62848573447213,29.6337222389204
792230.2402,9487871.8052,-4.62837729500969,29.6338117630624
792244.3509,9487877.7803,-4.62832282406301,29.6339386494015
