"date","focal_sex","focal_age","seq_num","x_coord","y_coord","comm","time","adult_m","adult_f","total","lat","long"
2005-01-06,"M",34,3,791898,9484050,"KK","06:45",10,13,25,-4.66292654154948,29.630947588778
2005-01-06,"M",34,4,791898,9484050,"KK","07:00",10,13,25,-4.66292654154948,29.630947588778
2005-01-06,"M",34,5,791918,9483951,"KK","07:15",8,12,22,-4.66382054048492,29.6311310567168
2005-01-06,"M",34,6,791918,9483951,"KK","07:30",10,2,13,-4.66382054048492,29.6311310567168
2005-01-06,"M",34,7,791918,9483951,"KK","07:45",1,1,2,-4.66382054048492,29.6311310567168
2005-01-06,"M",34,8,791964,9483829,"KK","08:00",1,2,3,-4.66492151437041,29.6315494779975
2005-01-06,"M",34,9,792017,9483593,"KK","08:15",1,1,2,-4.66705248065126,29.6320347895725
2005-01-06,"M",34,10,792023,9483494,"KK","08:30",3,0,3,-4.66794695116949,29.6320921664332
2005-01-06,"M",34,11,792023,9483494,"KK","08:45",3,1,5,-4.66794695116949,29.6320921664332
2005-01-06,"M",34,12,792035,9483333,"KK","09:00",3,1,5,-4.66940151907185,29.6322056752297
2005-01-06,"M",34,13,791915,9482984,"KK","09:15",3,0,3,-4.67255952841868,29.6311366106021
2005-01-06,"M",34,14,791915,9482984,"KK","09:30",3,0,3,-4.67255952841868,29.6311366106021
2005-01-06,"M",34,15,791915,9482984,"KK","09:45",3,1,4,-4.67255952841868,29.6311366106021
2005-01-06,"M",34,16,791915,9482984,"KK","10:00",3,1,4,-4.67255952841868,29.6311366106021
2005-01-06,"M",34,17,791915,9482984,"KK","10:15",3,1,4,-4.67255952841868,29.6311366106021
2005-01-06,"M",34,18,791915,9482984,"KK","10:30",3,1,4,-4.67255952841868,29.6311366106021
2005-01-06,"M",34,19,791915,9482984,"KK","10:45",3,1,4,-4.67255952841868,29.6311366106021
2005-01-06,"M",34,20,791915,9482984,"KK","11:00",3,1,4,-4.67255952841868,29.6311366106021
2005-01-06,"M",34,21,791915,9482984,"KK","11:15",3,1,4,-4.67255952841868,29.6311366106021
2005-01-06,"M",34,22,791915,9482984,"KK","11:30",4,1,5,-4.67255952841868,29.6311366106021
2005-01-06,"M",34,23,791915,9482984,"KK","11:45",3,1,4,-4.67255952841868,29.6311366106021
2005-01-06,"M",34,24,791915,9482984,"KK","12:00",3,1,4,-4.67255952841868,29.6311366106021
2005-01-06,"M",34,25,791915,9482984,"KK","12:15",1,0,1,-4.67255952841868,29.6311366106021
2005-01-06,"M",34,26,791915,9482984,"KK","12:30",1,0,1,-4.67255952841868,29.6311366106021
2005-01-06,"M",34,27,791915,9482984,"KK","12:45",1,0,1,-4.67255952841868,29.6311366106021
2005-01-06,"M",34,28,791931,9483012,"KK","13:00",1,0,1,-4.67230594805731,29.6312797775939
2005-01-06,"M",34,29,792030,9482998,"KK","13:15",1,0,1,-4.67242911767462,29.6321719366636
2005-01-06,"M",34,30,792215,9482921,"KK","13:30",1,0,1,-4.67311871066016,29.6338408178042
2005-01-06,"M",34,31,792231,9482968,"KK","13:45",1,0,1,-4.67269342553974,29.6339833421489
2005-01-06,"M",34,32,792279,9483033,"KK","14:00",6,9,17,-4.67210438912358,29.6344134802261
2005-01-06,"M",34,33,792346,9483016,"KK","14:15",6,10,18,-4.67225574998958,29.6350175174387
2005-01-06,"M",34,34,792394,9483019,"KK","14:30",6,10,18,-4.67222701245285,29.6354497478901
2005-01-06,"M",34,35,792394,9483019,"KK","14:45",6,10,18,-4.67222701245285,29.6354497478901
2005-01-06,"M",34,36,792429,9483059,"KK","15:00",6,10,18,-4.67186434339169,29.6357636387559
2005-01-06,"M",34,37,792449,9483112,"KK","15:15",6,10,18,-4.67138470067786,29.6359419868497
2005-01-06,"M",34,38,792340,9483114,"KK","15:30",6,11,19,-4.67137031919067,29.6349601673332
2005-01-06,"M",34,39,792340,9483114,"KK","15:45",6,11,19,-4.67137031919067,29.6349601673332
2005-01-06,"M",34,40,792340,9483114,"KK","16:00",6,11,19,-4.67137031919067,29.6349601673332
2005-01-06,"M",34,41,792193,9483118,"KK","16:15",6,11,19,-4.67133914866364,29.633636016995
2005-01-06,"M",34,42,791967,9483143,"KK","16:30",6,11,19,-4.67112086907027,29.6315996104117
2005-01-06,"M",34,43,791967,9483143,"KK","16:45",6,11,19,-4.67112086907027,29.6315996104117
2005-01-06,"M",34,44,791855,9483154,"KK","17:00",6,11,19,-4.67102524864225,29.6305904638391
2005-01-06,"M",34,45,791855,9483154,"KK","17:45",6,11,19,-4.67102524864225,29.6305904638391
2005-01-06,"M",34,46,791512,9483167,"KK","18:00",6,11,19,-4.67091935683637,29.6275006454478
2005-01-06,"M",34,47,791512,9483167,"KK","18:15",6,11,19,-4.67091935683637,29.6275006454478
2005-01-06,"M",34,48,791331,9483320,"KK","18:30",6,11,19,-4.66954278392022,29.6258652403061
2005-01-06,"M",34,49,791325,9483426,"KK","18:45",6,11,19,-4.66858504848824,29.625807634447
2005-01-06,"M",34,50,791361,9483529,"KK","19:00",6,11,19,-4.66765300778711,29.6261284209776
2005-01-06,"M",34,51,791358,9483651,"KK","19:15",6,11,19,-4.6665505769014,29.6260972993219
2005-01-06,"F",25,3,792555,9486748,"MT","06:30",0,2,5,-4.63852231107716,29.6367743187582
2005-01-06,"F",25,4,792555,9486748,"MT","06:45",0,2,6,-4.63852231107716,29.6367743187582
2005-01-06,"F",25,5,792555,9486748,"MT","07:00",2,9,18,-4.63852231107716,29.6367743187582
2005-01-06,"F",25,6,792634,9486746,"MT","07:15",2,9,18,-4.63853772597133,29.6374858969109
2005-01-06,"F",25,7,792704,9486720,"MT","07:30",2,8,16,-4.63877033282755,29.6381172219938
2005-01-06,"F",25,8,792704,9486720,"MT","07:45",2,9,18,-4.63877033282755,29.6381172219938
2005-01-06,"F",25,9,792704,9486720,"MT","08:00",2,8,17,-4.63877033282755,29.6381172219938
2005-01-06,"F",25,10,792845,9486553,"MT","08:15",2,8,17,-4.64027477212059,29.6393927413188
2005-01-06,"F",25,11,792845,9486553,"MT","08:30",2,8,15,-4.64027477212059,29.6393927413188
2005-01-06,"F",25,12,792845,9486553,"MT","08:45",2,9,17,-4.64027477212059,29.6393927413188
2005-01-06,"F",25,13,792839,9486436,"MT","09:00",2,9,18,-4.64133231015017,29.6393426327445
2005-01-06,"F",25,14,792839,9486436,"MT","09:15",2,8,17,-4.64133231015017,29.6393426327445
2005-01-06,"F",25,15,792839,9486436,"MT","09:30",2,9,18,-4.64133231015017,29.6393426327445
2005-01-06,"F",25,16,792839,9486436,"MT","09:45",2,9,18,-4.64133231015017,29.6393426327445
2005-01-06,"F",25,17,792861,9486521,"MT","10:00",2,8,16,-4.64056341867906,29.639537919843
2005-01-06,"F",25,18,792861,9486521,"MT","10:15",2,6,14,-4.64056341867906,29.639537919843
2005-01-06,"F",25,19,792861,9486521,"MT","10:30",2,7,15,-4.64056341867906,29.639537919843
2005-01-06,"F",25,20,792977,9486569,"MT","10:45",2,7,16,-4.64012572954047,29.6405810577471
2005-01-06,"F",25,21,792977,9486569,"MT","11:00",2,9,18,-4.64012572954047,29.6405810577471
2005-01-06,"F",25,22,792977,9486569,"MT","11:15",2,8,17,-4.64012572954047,29.6405810577471
2005-01-06,"F",25,23,792977,9486569,"MT","11:30",2,9,17,-4.64012572954047,29.6405810577471
2005-01-06,"F",25,24,792977,9486569,"MT","11:45",2,9,18,-4.64012572954047,29.6405810577471
2005-01-06,"F",25,25,792977,9486569,"MT","12:00",2,8,16,-4.64012572954047,29.6405810577471
2005-01-06,"F",25,26,792977,9486569,"MT","12:15",2,7,15,-4.64012572954047,29.6405810577471
2005-01-06,"F",25,27,792977,9486569,"MT","12:30",2,9,18,-4.64012572954047,29.6405810577471
2005-01-06,"F",25,28,792977,9486569,"MT","12:45",2,9,18,-4.64012572954047,29.6405810577471
2005-01-06,"F",25,29,792977,9486569,"MT","13:00",2,9,18,-4.64012572954047,29.6405810577471
2005-01-06,"F",25,30,793134,9486551,"MT","13:15",2,9,18,-4.64028310125091,29.6419956769879
2005-01-06,"F",25,31,793224,9486612,"MT","13:30",2,6,14,-4.63972880550732,29.6428042062914
2005-01-06,"F",25,32,793224,9486612,"MT","13:45",2,8,17,-4.63972880550732,29.6428042062914
2005-01-06,"F",25,33,793379,9486563,"MT","14:00",2,9,18,-4.64016638815576,29.644201852877
2005-01-06,"F",25,34,793379,9486563,"MT","14:15",2,9,18,-4.64016638815576,29.644201852877
2005-01-06,"F",25,35,793379,9486563,"MT","14:30",2,9,18,-4.64016638815576,29.644201852877
2005-01-06,"F",25,36,793434,9486506,"MT","14:45",2,9,18,-4.64067964107478,29.6446991253534
2005-01-06,"F",25,37,793480,9486457,"MT","15:00",2,9,18,-4.64112090114639,29.645115071218
2005-01-06,"F",25,38,793480,9486457,"MT","15:15",2,9,18,-4.64112090114639,29.645115071218
2005-01-06,"F",25,39,793480,9486457,"MT","15:30",2,9,18,-4.64112090114639,29.645115071218
2005-01-06,"F",25,40,793480,9486457,"MT","15:45",2,9,18,-4.64112090114639,29.645115071218
2005-01-06,"F",25,41,793480,9486457,"MT","16:00",2,8,17,-4.64112090114639,29.645115071218
2005-01-06,"F",25,42,793553,9486436,"MT","16:15",2,8,17,-4.64130821197594,29.6457732486414
2005-01-06,"F",25,43,793589,9486443,"MT","16:30",2,7,16,-4.64124373633321,29.6460972447113
2005-01-06,"F",25,44,793628,9486369,"MT","16:45",2,9,18,-4.64191115665844,29.6464509886662
2005-01-06,"F",25,45,793628,9486369,"MT","17:00",1,9,17,-4.64191115665844,29.6464509886662
2005-01-06,"F",25,46,793603,9486157,"MT","17:15",1,4,7,-4.64382784727722,29.6462329708398
2005-01-06,"F",25,47,793603,9486157,"MT","17:30",1,4,7,-4.64382784727722,29.6462329708398
2005-01-06,"F",25,48,793776,9485903,"MT","17:45",1,4,7,-4.64611739215919,29.6477996565429
2005-01-06,"F",25,49,793776,9485903,"MT","18:00",1,4,7,-4.64611739215919,29.6477996565429
2005-01-06,"F",25,50,793740,9486037,"MT","18:15",1,4,7,-4.64490765312833,29.6474709031517
2005-01-06,"F",25,51,793740,9486037,"MT","18:30",1,4,7,-4.64490765312833,29.6474709031517
2005-01-06,"F",25,52,793751,9486147,"MT","18:45",1,4,7,-4.64391321121394,29.6475662648322
2005-01-06,"F",25,53,793798,9486196,"MT","19:00",1,4,7,-4.64346880819175,29.6479879159975
2005-01-07,"F",21,3,793819,9486228,"MT","07:15",1,4,7,-4.64317891384316,29.6481759723517
2005-01-07,"F",21,4,793819,9486228,"MT","07:30",1,4,7,-4.64317891384316,29.6481759723517
2005-01-07,"F",21,5,793779,9486337,"MT","07:45",1,4,7,-4.6421952346731,29.6478120396223
2005-01-07,"F",21,6,793779,9486337,"MT","08:00",1,4,7,-4.6421952346731,29.6478120396223
2005-01-07,"F",21,7,793699,9486392,"MT","08:15",1,4,7,-4.64170090519248,29.6470896709618
2005-01-07,"F",21,8,793699,9486392,"MT","08:30",1,4,7,-4.64170090519248,29.6470896709618
2005-01-07,"F",21,9,793699,9486392,"MT","08:45",1,4,7,-4.64170090519248,29.6470896709618
2005-01-07,"F",21,10,793699,9486392,"MT","09:00",1,4,7,-4.64170090519248,29.6470896709618
2005-01-07,"F",21,11,793616,9486410,"MT","09:15",1,4,7,-4.64154104503507,29.6463415301321
2005-01-07,"F",21,12,793616,9486410,"MT","09:30",1,4,7,-4.64154104503507,29.6463415301321
2005-01-07,"F",21,13,793616,9486410,"MT","09:45",1,4,7,-4.64154104503507,29.6463415301321
2005-01-07,"F",21,14,793616,9486410,"MT","10:00",1,4,7,-4.64154104503507,29.6463415301321
2005-01-07,"F",21,15,793369,9486476,"MT","10:15",1,2,5,-4.64095294681579,29.6441147161303
2005-01-07,"F",21,16,793282,9486527,"MT","10:30",1,4,7,-4.64049499572978,29.6433294390769
2005-01-07,"F",21,17,793282,9486527,"MT","10:45",1,4,7,-4.64049499572978,29.6433294390769
2005-01-07,"F",21,18,793282,9486527,"MT","11:00",1,4,7,-4.64049499572978,29.6433294390769
2005-01-07,"F",21,19,793282,9486527,"MT","11:15",1,4,7,-4.64049499572978,29.6433294390769
2005-01-07,"F",21,20,793215,9486448,"MT","11:30",1,4,7,-4.64121118268436,29.6427286640694
2005-01-07,"F",21,21,793215,9486448,"MT","11:45",1,4,7,-4.64121118268436,29.6427286640694
2005-01-07,"F",21,22,793215,9486448,"MT","12:00",1,4,7,-4.64121118268436,29.6427286640694
2005-01-07,"F",21,23,793215,9486448,"MT","12:15",1,4,7,-4.64121118268436,29.6427286640694
2005-01-07,"F",21,24,793100,9486495,"MT","12:30",1,3,6,-4.64079032251853,29.6416913401746
2005-01-07,"F",21,25,793100,9486495,"MT","12:45",1,4,7,-4.64079032251853,29.6416913401746
2005-01-07,"F",21,26,793100,9486495,"MT","13:00",0,4,6,-4.64079032251853,29.6416913401746
2005-01-07,"F",21,27,793100,9486495,"MT","13:15",0,4,6,-4.64079032251853,29.6416913401746
2005-01-07,"F",21,28,793100,9486495,"MT","13:30",0,1,3,-4.64079032251853,29.6416913401746
2005-01-07,"F",21,29,793100,9486495,"MT","13:45",0,1,1,-4.64079032251853,29.6416913401746
2005-01-07,"F",21,30,792877,9486546,"MT","14:00",0,1,1,-4.64033695295794,29.6396811836248
2005-01-07,"F",21,31,792877,9486546,"MT","14:15",0,2,3,-4.64033695295794,29.6396811836248
2005-01-07,"F",21,32,792877,9486546,"MT","14:30",0,2,3,-4.64033695295794,29.6396811836248
2005-01-07,"F",21,33,792749,9486740,"MT","14:45",0,2,3,-4.63858807600518,29.6385218415241
2005-01-07,"F",21,34,792562,9486783,"MT","15:00",0,2,3,-4.63820577777502,29.6368361900691
2005-01-07,"F",21,35,792514,9486896,"MT","15:15",0,2,3,-4.63718620300113,29.6364000904374
2005-01-07,"F",21,36,792514,9486896,"MT","15:30",0,2,3,-4.63718620300113,29.6364000904374
2005-01-07,"F",21,37,792514,9486896,"MT","15:45",0,2,3,-4.63718620300113,29.6364000904374
2005-01-07,"F",21,38,792514,9486896,"MT","16:00",0,2,3,-4.63718620300113,29.6364000904374
2005-01-07,"F",21,39,792561,9486971,"MT","16:15",0,2,3,-4.63650684085504,29.6368208790127
2005-01-07,"F",21,40,792561,9486971,"MT","16:30",0,2,3,-4.63650684085504,29.6368208790127
2005-01-07,"F",21,41,792561,9486971,"MT","16:45",0,2,3,-4.63650684085504,29.6368208790127
2005-01-07,"F",21,42,792561,9486971,"MT","17:00",0,2,3,-4.63650684085504,29.6368208790127
2005-01-07,"F",21,43,792561,9486971,"MT","17:15",0,2,3,-4.63650684085504,29.6368208790127
2005-01-07,"F",21,44,792561,9486971,"MT","17:30",0,2,3,-4.63650684085504,29.6368208790127
2005-01-07,"F",21,45,792561,9486971,"MT","17:45",0,2,3,-4.63650684085504,29.6368208790127
2005-01-07,"F",21,46,792561,9486971,"MT","18:00",0,2,3,-4.63650684085504,29.6368208790127
2005-01-07,"F",21,47,792561,9486971,"MT","18:15",0,2,3,-4.63650684085504,29.6368208790127
2005-01-07,"F",21,48,792561,9486971,"MT","18:30",0,2,3,-4.63650684085504,29.6368208790127
2005-01-07,"F",21,49,792738,9487142,"MT","18:45",0,2,3,-4.63495554592928,29.6384092829473
2005-01-07,"F",21,50,792825,9487256,"MT","19:00",0,2,3,-4.63392239283224,29.639189016752
2005-01-07,"F",21,51,792900,9487366,"MT","19:15",0,1,2,-4.63292579224164,29.6398608062883
2005-01-07,"M",27,2,791346,9483613,"KK","06:45",10,15,27,-4.66689439323115,29.6259904936235
2005-01-07,"M",27,3,791346,9483613,"KK","07:00",10,15,27,-4.66689439323115,29.6259904936235
2005-01-07,"M",27,4,791346,9483613,"KK","07:15",10,15,27,-4.66689439323115,29.6259904936235
2005-01-07,"M",27,5,791346,9483613,"KK","07:30",10,15,27,-4.66689439323115,29.6259904936235
2005-01-07,"M",27,6,791331,9483514,"KK","07:45",10,15,27,-4.66778957691496,29.6258587176004
2005-01-07,"M",27,7,791278,9483292,"KK","08:00",10,15,27,-4.6697976123252,29.6253888135703
2005-01-07,"M",27,8,791297,9483094,"KK","08:15",10,15,27,-4.67158632723113,29.6255666049841
2005-01-07,"M",27,9,791344,9483026,"KK","08:30",10,15,27,-4.67219926679475,29.625992220674
2005-01-07,"M",27,10,791344,9483026,"KK","08:45",10,15,27,-4.67219926679475,29.625992220674
2005-01-07,"M",27,11,791344,9483026,"KK","09:00",10,15,27,-4.67219926679475,29.625992220674
2005-01-07,"M",27,12,791389,9482924,"KK","09:15",10,15,27,-4.67311953612855,29.6264009677389
2005-01-07,"M",27,13,791413,9482863,"KK","09:30",10,15,27,-4.67366999122912,29.6266191890391
2005-01-07,"M",27,14,791467,9482776,"KK","09:45",10,12,24,-4.67445439799608,29.6271084964492
2005-01-07,"M",27,15,791338,9482765,"KK","10:00",10,12,24,-4.67455816491901,29.6259469633626
2005-01-07,"M",27,16,791338,9482765,"KK","10:15",10,12,24,-4.67455816491901,29.6259469633626
2005-01-07,"M",27,17,791338,9482765,"KK","10:30",10,12,24,-4.67455816491901,29.6259469633626
2005-01-07,"M",27,18,791326,9482705,"KK","10:45",10,12,24,-4.67510079913871,29.6258408992435
2005-01-07,"M",27,19,791290,9482667,"KK","11:00",10,12,24,-4.67544542689582,29.6255179259033
2005-01-07,"M",27,20,791180,9482742,"KK","11:15",10,12,24,-4.67477135511556,29.6245246290862
2005-01-07,"M",27,21,791180,9482742,"KK","11:30",10,14,26,-4.67477135511556,29.6245246290862
2005-01-07,"M",27,22,791180,9482742,"KK","11:45",10,14,26,-4.67477135511556,29.6245246290862
2005-01-07,"M",27,23,791180,9482742,"KK","12:00",10,14,26,-4.67477135511556,29.6245246290862
2005-01-07,"M",27,24,791180,9482742,"KK","12:15",10,14,26,-4.67477135511556,29.6245246290862
2005-01-07,"M",27,25,791180,9482742,"KK","12:30",10,14,26,-4.67477135511556,29.6245246290862
2005-01-07,"M",27,26,791180,9482742,"KK","12:45",10,14,26,-4.67477135511556,29.6245246290862
2005-01-07,"M",27,27,790984,9482420,"KK","13:00",10,14,26,-4.67768793898533,29.6227700827562
2005-01-07,"M",27,28,790905,9482405,"KK","13:15",10,14,26,-4.67782616330713,29.6220590284755
2005-01-07,"M",27,29,791044,9482116,"KK","13:30",10,14,26,-4.68043321143614,29.6233207410141
2005-01-07,"M",27,30,791044,9482116,"KK","13:45",10,14,26,-4.68043321143614,29.6233207410141
2005-01-07,"M",27,31,791250,9481995,"KK","14:00",9,8,17,-4.68151974414856,29.6251802807888
2005-01-07,"M",27,32,791295,9481921,"KK","14:15",1,0,1,-4.68218697114365,29.6255880952053
2005-01-07,"M",27,33,791295,9481921,"KK","14:30",1,0,1,-4.68218697114365,29.6255880952053
2005-01-07,"M",27,34,791295,9481921,"KK","14:45",1,0,1,-4.68218697114365,29.6255880952053
2005-01-07,"M",27,35,791295,9481921,"KK","15:00",2,0,2,-4.68218697114365,29.6255880952053
2005-01-07,"M",27,36,791295,9481921,"KK","15:15",2,0,2,-4.68218697114365,29.6255880952053
2005-01-07,"M",27,37,791295,9481921,"KK","15:30",2,0,2,-4.68218697114365,29.6255880952053
2005-01-07,"M",27,38,791295,9481921,"KK","15:45",2,0,2,-4.68218697114365,29.6255880952053
2005-01-07,"M",27,39,791360,9481810,"KK","16:00",4,0,4,-4.68318789496128,29.6261773009033
2005-01-07,"M",27,40,791360,9481810,"KK","16:15",5,0,6,-4.68318789496128,29.6261773009033
2005-01-07,"M",27,41,791360,9481810,"KK","16:30",5,0,6,-4.68318789496128,29.6261773009033
2005-01-07,"M",27,42,791427,9481724,"KK","16:45",5,0,6,-4.68396282112356,29.6267836794129
2005-01-07,"M",27,43,791291,9481735,"KK","17:00",6,2,9,-4.68386801599655,29.6255583390877
2005-01-07,"M",27,44,791168,9481718,"KK","17:15",7,3,11,-4.68402580917183,29.6244510346888
2005-01-07,"M",27,45,791080,9481804,"KK","17:30",7,3,11,-4.68325158963948,29.6236555076771
2005-01-07,"M",27,46,790964,9481783,"KK","17:45",7,3,11,-4.68344529157677,29.6226113868322
2005-01-07,"M",27,47,790964,9481783,"KK","18:00",7,3,11,-4.68344529157677,29.6226113868322
2005-01-07,"M",27,48,790971,9481689,"KK","18:15",7,3,11,-4.68429454884253,29.6226776038352
2005-01-07,"M",27,49,790971,9481689,"KK","18:30",7,3,11,-4.68429454884253,29.6226776038352
2005-01-07,"M",27,50,790971,9481689,"KK","18:45",7,3,11,-4.68429454884253,29.6226776038352
2005-01-07,"M",27,51,790971,9481689,"KK","19:00",7,3,11,-4.68429454884253,29.6226776038352
2005-01-07,"M",27,52,790971,9481689,"KK","19:15",7,3,11,-4.68429454884253,29.6226776038352
2005-01-15,"F",40,4,792931,9486668,"MT","07:00",0,1,3,-4.63923261220715,29.6401634344803
2005-01-15,"F",40,5,792827,9486874,"MT","07:15",0,1,3,-4.63737448262796,29.6392198467896
2005-01-15,"F",40,6,792827,9486874,"MT","07:30",0,1,3,-4.63737448262796,29.6392198467896
2005-01-15,"F",40,7,792827,9486874,"MT","07:45",0,1,3,-4.63737448262796,29.6392198467896
2005-01-15,"F",40,8,792782,9486987,"MT","08:00",0,1,3,-4.63635480996962,29.6388107650449
2005-01-15,"F",40,9,792837,9487083,"MT","08:15",0,1,3,-4.63548540036755,29.6393028971672
2005-01-15,"F",40,10,792837,9487083,"MT","08:30",0,1,3,-4.63548540036755,29.6393028971672
2005-01-15,"F",40,11,792994,9487136,"MT","08:45",0,1,3,-4.63500114958973,29.6407151242938
2005-01-15,"F",40,12,792994,9487136,"MT","09:00",0,1,3,-4.63500114958973,29.6407151242938
2005-01-15,"F",40,13,793111,9486980,"MT","09:15",0,1,3,-4.63640698656841,29.6417741118348
2005-01-15,"F",40,14,793111,9486980,"MT","09:30",0,1,3,-4.63640698656841,29.6417741118348
2005-01-15,"F",40,15,793111,9486980,"MT","09:45",0,1,3,-4.63640698656841,29.6417741118348
2005-01-15,"F",40,16,793182,9486801,"MT","10:00",0,1,3,-4.63802222275913,29.6424195819689
2005-01-15,"F",40,17,793182,9486801,"MT","10:15",0,1,3,-4.63802222275913,29.6424195819689
2005-01-15,"F",40,18,793182,9486801,"MT","10:30",0,1,2,-4.63802222275913,29.6424195819689
2005-01-15,"F",40,41,793572,9486402,"MT","16:15",2,3,8,-4.64161482823805,29.6459455161623
2005-01-15,"F",40,42,793572,9486402,"MT","16:30",2,5,11,-4.64161482823805,29.6459455161623
2005-01-15,"F",40,43,793731,9486317,"MT","16:45",2,5,11,-4.64237759808893,29.6473804046478
2005-01-15,"F",40,44,793883,9486253,"MT","17:00",2,5,10,-4.64295082337747,29.6487515416384
2005-01-15,"F",40,45,793803,9486315,"MT","17:15",2,5,9,-4.64239323672693,29.6480289358
2005-01-15,"F",40,46,793636,9486414,"MT","17:30",2,4,9,-4.64150422097366,29.646521524164
2005-01-15,"F",40,47,793636,9486414,"MT","17:45",2,4,9,-4.64150422097366,29.646521524164
2005-01-15,"F",40,48,793144,9486541,"MT","18:00",2,4,9,-4.64037313426527,29.6420860777781
2005-01-15,"F",40,49,793144,9486541,"MT","18:15",2,4,10,-4.64037313426527,29.6420860777781
2005-01-15,"F",40,50,793144,9486541,"MT","18:30",2,3,8,-4.64037313426527,29.6420860777781
2005-01-15,"F",40,51,793144,9486541,"MT","18:45",2,4,10,-4.64037313426527,29.6420860777781
2005-01-15,"F",40,52,793055,9486904,"MT","19:00",2,4,10,-4.63709568931621,29.6412723054904
2005-01-15,"M",16,3,791683,9483466,"KK","06:45",10,11,23,-4.66821147936844,29.629030765977
2005-01-15,"M",16,4,791683,9483466,"KK","07:00",10,11,23,-4.66821147936844,29.629030765977
2005-01-15,"M",16,5,791683,9483466,"KK","07:15",10,12,24,-4.66821147936844,29.629030765977
2005-01-15,"M",16,6,791683,9483466,"KK","07:30",10,12,24,-4.66821147936844,29.629030765977
2005-01-15,"M",16,7,791701,9483356,"KK","07:45",10,12,24,-4.66920495522062,29.6291965934271
2005-01-15,"M",16,8,791701,9483356,"KK","08:00",10,12,24,-4.66920495522062,29.6291965934271
2005-01-15,"M",16,9,791493,9483290,"KK","08:15",10,12,24,-4.66980843046542,29.6273253740201
2005-01-15,"M",16,10,791321,9483092,"KK","08:30",10,12,24,-4.67160359144272,29.6257828396137
2005-01-15,"M",16,11,791321,9483092,"KK","08:45",10,12,24,-4.67160359144272,29.6257828396137
2005-01-15,"M",16,12,791256,9483029,"KK","09:00",10,12,24,-4.67217512595468,29.6251995054175
2005-01-15,"M",16,13,791256,9483029,"KK","09:15",10,12,24,-4.67217512595468,29.6251995054175
2005-01-15,"M",16,14,791211,9482959,"KK","09:30",10,14,26,-4.67280924560805,29.6247965456207
2005-01-15,"M",16,15,791211,9482959,"KK","09:45",10,14,26,-4.67280924560805,29.6247965456207
2005-01-15,"M",16,16,791211,9482959,"KK","10:00",10,14,26,-4.67280924560805,29.6247965456207
2005-01-15,"M",16,17,791211,9482959,"KK","10:15",10,14,26,-4.67280924560805,29.6247965456207
2005-01-15,"M",16,18,791211,9482959,"KK","10:30",10,14,26,-4.67280924560805,29.6247965456207
2005-01-15,"M",16,19,791211,9482959,"KK","10:45",10,14,26,-4.67280924560805,29.6247965456207
2005-01-15,"M",16,20,791211,9482959,"KK","11:00",10,14,26,-4.67280924560805,29.6247965456207
2005-01-15,"M",16,21,791145,9483029,"KK","11:15",10,14,26,-4.67217887168977,29.6241997298246
2005-01-15,"M",16,22,791145,9483029,"KK","11:30",10,14,26,-4.67217887168977,29.6241997298246
2005-01-15,"M",16,23,791145,9483029,"KK","11:45",10,14,26,-4.67217887168977,29.6241997298246
2005-01-15,"M",16,24,791118,9482969,"KK","12:00",10,14,26,-4.67272201234356,29.6239585585553
2005-01-15,"M",16,25,791118,9482969,"KK","12:15",10,14,26,-4.67272201234356,29.6239585585553
2005-01-15,"M",16,26,791118,9482969,"KK","12:30",10,14,26,-4.67272201234356,29.6239585585553
2005-01-15,"M",16,27,791118,9482969,"KK","12:45",10,14,26,-4.67272201234356,29.6239585585553
2005-01-15,"M",16,28,791118,9482969,"KK","13:00",10,11,23,-4.67272201234356,29.6239585585553
2005-01-15,"M",16,29,791118,9482969,"KK","13:15",10,12,24,-4.67272201234356,29.6239585585553
2005-01-15,"M",16,30,791118,9482969,"KK","13:30",10,12,24,-4.67272201234356,29.6239585585553
2005-01-15,"M",16,31,791118,9482969,"KK","13:45",10,12,24,-4.67272201234356,29.6239585585553
2005-01-15,"M",16,32,791118,9482969,"KK","14:00",10,12,24,-4.67272201234356,29.6239585585553
2005-01-15,"M",16,33,791118,9482969,"KK","14:15",10,12,24,-4.67272201234356,29.6239585585553
2005-01-15,"M",16,34,791051,9483216,"KK","14:30",10,12,24,-4.67049209239153,29.6233467874336
2005-01-15,"M",16,35,791051,9483216,"KK","14:45",10,12,24,-4.67049209239153,29.6233467874336
2005-01-15,"M",16,36,791110,9483421,"KK","15:00",10,12,24,-4.66863748438767,29.6238713102145
2005-01-15,"M",16,37,791110,9483421,"KK","15:15",10,12,24,-4.66863748438767,29.6238713102145
2005-01-15,"M",16,38,791171,9483415,"KK","15:30",10,12,24,-4.66868965087043,29.6244209355533
2005-01-15,"M",16,39,791219,9483396,"KK","15:45",10,12,24,-4.66885973831777,29.6248539074219
2005-01-15,"M",16,40,791358,9483294,"KK","16:00",10,12,24,-4.6697768386957,29.62610930225
2005-01-15,"M",16,41,791358,9483294,"KK","16:15",10,12,24,-4.6697768386957,29.62610930225
2005-01-15,"M",16,42,791358,9483294,"KK","16:30",10,12,24,-4.6697768386957,29.62610930225
2005-01-15,"M",16,43,791477,9483059,"KK","16:45",10,12,24,-4.67189654982409,29.6271890372962
